id,date,primary_type,description,latitude,longitude
baa877369c,2020-10-23 11:51:00,ASSAULT,AGGRAVATED,41.99052718103939,-87.69958264049944
861f1ac587,2021-12-25 18:19:00,CRIMINAL DAMAGE,TO VEHICLE,41.86904326982644,-87.60521871638713
8989b89e5e,2022-11-13 11:33:00,NARCOTICS,POSS: HEROIN(WHITE),41.85849699636923,-87.54657477991074
d92b01c88a,2022-05-28 18:33:00,BATTERY,DOMESTIC BATTERY SIMPLE,42.048515614412004,-87.7508223062306
bccba50ce6,2023-03-24 08:25:00,CRIMINAL DAMAGE,TO VEHICLE,41.90579624964603,-87.80861570104639
95e2ca790d,2017-05-25 13:16:00,THEFT,$500 AND UNDER,41.621132922498916,-87.52613173770497
c70a72234d,2019-04-01 12:48:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.799465277895024,-87.78196630071298
ae45fac4e0,2016-04-06 12:57:00,BURGLARY,FORCIBLE ENTRY,42.002270649609265,-87.62252112666756
56ed8b4267,2016-04-25 23:35:00,ASSAULT,AGGRAVATED,41.70039484017484,-87.64166386614926
ff60b1db6a,2020-09-23 23:37:00,ASSAULT,AGGRAVATED,41.613031792184735,-87.74022301080707
1ef5d9171e,2020-06-11 19:36:00,THEFT,OVER $500,41.96649914623699,-87.71456107853436
b577e1dcf4,2022-06-14 09:06:00,THEFT,OVER $500,41.917061319233746,-87.89479859889262
8666769e2f,2016-03-13 07:34:00,BATTERY,SIMPLE,41.89176141494539,-87.79682467234076
5c0490bc57,2020-04-14 10:49:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.04701104724715,-87.57144751061956
d0a9d213a7,2016-03-08 22:58:00,BATTERY,SIMPLE,41.6976381045395,-87.91556896089949
7b4eab09c5,2017-07-07 06:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.82481352851741,-87.7884049069711
bd17f96a94,2023-02-25 04:00:00,BURGLARY,UNLAWFUL ENTRY,41.60795024759772,-87.72643125311076
6b74247991,2021-11-03 20:04:00,THEFT,$500 AND UNDER,41.74298920821075,-87.7119320410412
894e77199d,2017-04-17 02:06:00,BURGLARY,FORCIBLE ENTRY,41.870692688732596,-87.72647786388806
a4386bcd1a,2023-10-24 13:54:00,THEFT,OVER $500,41.847168757263404,-87.51590549409373
492f2352f4,2022-10-30 07:32:00,BURGLARY,FORCIBLE ENTRY,41.83457531272869,-87.69362924482371
fe3c9c10c3,2020-01-03 13:06:00,CRIMINAL DAMAGE,TO PROPERTY,41.686403991013584,-87.63864135064125
552697cc41,2021-11-23 15:24:00,NARCOTICS,POSS: HEROIN(WHITE),41.75198225053245,-87.65148782450758
587bf968ce,2023-06-04 17:19:00,CRIMINAL DAMAGE,TO PROPERTY,41.62406035070717,-87.7286326266832
a37727e64b,2016-04-07 04:29:00,CRIMINAL DAMAGE,TO VEHICLE,41.61470384830215,-87.51079544284269
dc85612453,2022-05-26 01:51:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.78375737589919,-87.78794998468084
24e37d0d5a,2020-02-17 20:34:00,BURGLARY,FORCIBLE ENTRY,41.69210315560535,-87.68910861274792
37cd5c3be4,2017-08-24 03:58:00,THEFT,$500 AND UNDER,42.03554897490515,-87.71621388185768
0d00276314,2023-12-12 12:03:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.971192091754155,-87.88666685755224
2e1c377762,2020-12-25 15:37:00,THEFT,OVER $500,41.97074385152867,-87.6102828822247
a97b00777b,2022-10-27 09:40:00,THEFT,$500 AND UNDER,41.933107781890094,-87.73794353384775
38ffd9f72d,2020-05-23 00:47:00,THEFT,OVER $500,41.73511083102652,-87.81136133334213
189afdec10,2020-07-12 01:05:00,CRIMINAL DAMAGE,TO PROPERTY,41.999242531795154,-87.83387510262519
5b555b0880,2023-10-28 01:38:00,THEFT,OVER $500,41.723423978888114,-87.6339872974606
924f94e7e6,2017-11-04 13:30:00,CRIMINAL DAMAGE,TO VEHICLE,41.73789000474495,-87.73887324808648
539918ed77,2020-01-03 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.70998056836556,-87.64823886827149
7e151ca04f,2018-02-01 06:02:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.91567503460464,-87.70417605292906
9b5c6d6c37,2017-04-16 06:51:00,NARCOTICS,POSS: HEROIN(WHITE),41.82098408902172,-87.69776121373968
ce214f195d,2017-07-07 00:46:00,BATTERY,SIMPLE,41.6725791814453,-87.72859972965755
a5956b83ba,2020-10-17 21:25:00,BURGLARY,FORCIBLE ENTRY,41.954879180577144,-87.93845614756755
d6a7936d26,2022-04-29 01:22:00,BURGLARY,UNLAWFUL ENTRY,41.60731707285793,-87.74044844934038
c73e544274,2019-04-09 15:03:00,NARCOTICS,POSS: HEROIN(WHITE),41.838731782195104,-87.70614511785021
fe76ca184c,2022-01-06 16:53:00,THEFT,$500 AND UNDER,41.86908552802874,-87.7781582253315
10ba731e76,2016-08-18 23:07:00,BURGLARY,FORCIBLE ENTRY,41.84348062295887,-87.55468801132972
79402e98d3,2020-06-01 20:15:00,BURGLARY,UNLAWFUL ENTRY,42.01653499604369,-87.72845808590304
e409f58e59,2019-09-19 02:38:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.742714888080556,-87.9233107532223
f9caf39f38,2020-09-18 15:18:00,CRIMINAL DAMAGE,TO VEHICLE,41.77275616904142,-87.85269852292912
6070418f79,2016-07-05 23:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,42.002912474095865,-87.54867404209247
21e6f6520e,2018-02-09 10:30:00,THEFT,OVER $500,41.68561512855507,-87.85515962652626
c6543251d6,2020-09-08 17:49:00,NARCOTICS,POSS: HEROIN(WHITE),41.98945684149478,-87.8351876164488
b79351f33d,2022-03-15 05:36:00,BURGLARY,FORCIBLE ENTRY,41.7396089964485,-87.71837334554543
e1f875fe1f,2022-01-12 14:19:00,BATTERY,SIMPLE,41.820618923153496,-87.76500894795186
8bf94b3bd2,2023-08-23 10:04:00,BATTERY,SIMPLE,41.757192590886355,-87.82374825166039
3ff09bc66e,2019-04-12 05:27:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.610637790736355,-87.65547327163402
c322154afa,2023-09-13 14:06:00,CRIMINAL DAMAGE,TO PROPERTY,41.67424645071819,-87.93834710590762
0500ba5ffc,2017-03-08 23:52:00,THEFT,$500 AND UNDER,41.94934487809468,-87.74930013227343
cb58934f39,2022-07-25 06:17:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.04160380531543,-87.93371822264824
8341ceb3f2,2016-06-05 09:23:00,ASSAULT,SIMPLE,41.79701122952135,-87.60448394656426
63f037827a,2020-03-09 15:15:00,BATTERY,SIMPLE,41.607475320641164,-87.54191652089774
07ceb406e2,2018-11-27 21:32:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.72976261682764,-87.60284686587059
930eac6da7,2019-01-13 18:56:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.74773288307236,-87.64228656153108
3e950c8ee8,2020-06-13 19:37:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.863268460749595,-87.83860182837223
4e156e2c94,2016-06-21 10:19:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.701066063257244,-87.53109211050011
e70de9a364,2017-05-18 09:54:00,CRIMINAL DAMAGE,TO VEHICLE,41.881007661431816,-87.71212894261238
e7c19f9a44,2021-08-25 21:40:00,ASSAULT,AGGRAVATED,41.82999024342867,-87.90774873140829
c964715d7f,2018-11-16 13:47:00,CRIMINAL DAMAGE,TO PROPERTY,41.80293874479945,-87.62515193578125
485f95e7d5,2023-06-21 00:42:00,BATTERY,SIMPLE,41.85869617237184,-87.75332338047767
132feec433,2017-08-16 16:08:00,CRIMINAL DAMAGE,TO VEHICLE,41.60466431221824,-87.60243219356205
d865f119eb,2017-03-13 12:53:00,BURGLARY,UNLAWFUL ENTRY,41.70454607824322,-87.50732178302235
43e74a7786,2016-09-05 05:06:00,THEFT,$500 AND UNDER,41.91194065621857,-87.52244895056116
04751e90cc,2021-07-14 21:41:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.781167386042334,-87.92081514048876
05345b893b,2017-06-27 11:26:00,THEFT,$500 AND UNDER,41.94571780055732,-87.72644798196238
a0051f410e,2022-04-16 12:09:00,BATTERY,SIMPLE,41.70398195245103,-87.74022242441114
6ca83b5134,2021-12-13 03:30:00,ASSAULT,SIMPLE,41.604317296281174,-87.87238437825654
06a2fa43b8,2017-02-06 06:47:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.74262158595773,-87.85714448232741
b502ed989c,2016-09-20 13:09:00,THEFT,$500 AND UNDER,41.82119434412539,-87.66466669655937
5dc4a68b88,2018-04-06 22:23:00,ASSAULT,AGGRAVATED,41.928318570934344,-87.62157480422849
02225a7e42,2021-05-05 22:27:00,BATTERY,SIMPLE,41.64301180087286,-87.86668701691761
716ce84cf1,2017-04-16 08:23:00,BURGLARY,FORCIBLE ENTRY,41.790181167839066,-87.82844006284498
fba2ca5b87,2016-07-13 18:32:00,THEFT,$500 AND UNDER,41.964447478549744,-87.74144013590305
a2c53b8812,2017-02-13 17:42:00,BATTERY,DOMESTIC BATTERY SIMPLE,42.014468949252056,-87.72374019520245
2304fd17af,2017-02-11 22:22:00,BATTERY,SIMPLE,41.93347309600534,-87.88628663941955
4dc7db864a,2023-03-06 10:29:00,BURGLARY,UNLAWFUL ENTRY,41.667205480744855,-87.7945623471135
5cbbcd9450,2023-04-01 18:40:00,CRIMINAL DAMAGE,TO PROPERTY,41.928553048186494,-87.6110657245662
12eea807f9,2023-02-22 13:15:00,ASSAULT,SIMPLE,41.9357092863839,-87.67396896356628
c2c4663956,2019-12-17 21:40:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.832120764978,-87.66348424913646
0cb21cf3a3,2017-06-23 10:04:00,CRIMINAL DAMAGE,TO VEHICLE,41.82791365214382,-87.79035797510535
847ac93904,2017-02-13 10:28:00,BURGLARY,UNLAWFUL ENTRY,41.72870533439368,-87.7825896236266
23f6bdf69e,2019-05-02 03:23:00,NARCOTICS,POSS: HEROIN(WHITE),41.975238173484165,-87.54126463831459
69689543c8,2017-05-08 04:24:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.64958142228883,-87.8361169833831
3da16092c7,2019-05-19 02:00:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.94702443583326,-87.64139291565122
dc2ea068c6,2020-05-01 22:13:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.01946686432569,-87.939552508973
257440dd08,2023-09-16 16:19:00,BATTERY,SIMPLE,41.69990404177625,-87.54524330516138
3fe2dfa314,2021-04-21 04:38:00,BURGLARY,UNLAWFUL ENTRY,41.80454585571875,-87.65578342708551
f19c3b1b83,2021-03-13 05:16:00,THEFT,$500 AND UNDER,42.04968764547055,-87.8880186994565
9c558a763e,2020-11-20 14:22:00,BURGLARY,UNLAWFUL ENTRY,41.898545126468655,-87.70947493356576
8fc224feff,2020-10-31 06:15:00,ASSAULT,SIMPLE,41.82498569089647,-87.67558205490654
c2cc14af87,2017-11-07 19:48:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.76530906297815,-87.78947606177046
b82ecfaf07,2016-12-18 03:09:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.012856914672255,-87.62866952658673
f3aa2b4fe7,2020-11-04 12:59:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.79494221276721,-87.67522768478148
dc05d6fecb,2020-08-07 18:22:00,THEFT,$500 AND UNDER,42.01071426709779,-87.69524623008385
2c719fbe22,2018-11-10 05:32:00,BATTERY,SIMPLE,42.01890005789865,-87.87434305182445
934b765558,2017-06-04 15:24:00,BURGLARY,FORCIBLE ENTRY,41.890251857082255,-87.532841035574
cd6cb67431,2017-11-15 01:08:00,ASSAULT,AGGRAVATED,41.623695626471346,-87.7583012978757
bb52348921,2022-04-17 12:55:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.73985265418578,-87.83993435243954
b8066813b2,2023-11-23 19:36:00,NARCOTICS,POSS: HEROIN(WHITE),41.70194393780954,-87.82584471223201
98ffe02dcd,2023-11-07 11:44:00,THEFT,OVER $500,41.910834428481245,-87.9474242943262
8136def6ca,2017-06-29 21:45:00,BURGLARY,UNLAWFUL ENTRY,41.91323899532094,-87.93347316669849
7938cd5400,2020-10-02 13:09:00,BATTERY,SIMPLE,41.78548439508922,-87.59908677624462
7c4f77eefa,2020-09-11 10:43:00,CRIMINAL DAMAGE,TO PROPERTY,41.7522455034052,-87.66726567848603
27f3568809,2019-03-03 06:20:00,THEFT,OVER $500,41.63794303690082,-87.76410420298393
c5691774b1,2023-01-06 11:10:00,NARCOTICS,POSS: HEROIN(WHITE),41.75980324433106,-87.65065843843072
2fdba802c8,2016-08-05 07:30:00,THEFT,$500 AND UNDER,41.77628898684107,-87.75594110476938
63dd8af5cd,2018-04-26 13:38:00,NARCOTICS,POSS: HEROIN(WHITE),41.63169692854531,-87.5227487472719
309adde3fc,2019-01-05 03:13:00,ASSAULT,SIMPLE,41.757711634320096,-87.55910864594874
b136d3b0d1,2020-12-23 07:11:00,BATTERY,SIMPLE,41.688077781381836,-87.93545714857815
9dd90f0159,2021-08-08 23:02:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.778060454686205,-87.50107583682306
1d0a79d444,2016-07-02 05:35:00,THEFT,OVER $500,41.76868619067848,-87.58289948951276
af448f740e,2023-09-06 18:27:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.97397725639065,-87.73135133483012
bbfeb16ea4,2019-12-21 10:19:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.0038392588602,-87.92546342091808
f2b24a55e7,2023-08-23 02:49:00,CRIMINAL DAMAGE,TO VEHICLE,41.6933874728892,-87.87212396204622
f767025bcf,2016-06-19 03:33:00,BURGLARY,UNLAWFUL ENTRY,41.72995714230847,-87.70244320245169
c046cb9553,2018-10-28 16:24:00,BATTERY,SIMPLE,41.941852870620664,-87.67674246177093
11483dd346,2018-04-05 01:04:00,THEFT,OVER $500,41.789859134261874,-87.57345701894903
ff73760c9b,2023-06-20 00:47:00,ASSAULT,SIMPLE,41.70014160226914,-87.85266442617826
f9f91b5108,2016-03-09 06:23:00,BURGLARY,UNLAWFUL ENTRY,41.63004880330435,-87.72629058763854
e7379f5730,2016-04-11 16:51:00,BURGLARY,FORCIBLE ENTRY,41.869811112462926,-87.83199591276275
c21538ab55,2020-03-16 03:59:00,CRIMINAL DAMAGE,TO PROPERTY,42.01780157066581,-87.71254165710117
023eafabea,2020-05-02 03:26:00,BATTERY,SIMPLE,41.763683378401836,-87.81642483724204
415ded42b2,2019-03-14 01:04:00,THEFT,OVER $500,41.63775217099853,-87.6181370151243
d7d6a2bf0a,2018-08-12 17:55:00,CRIMINAL DAMAGE,TO PROPERTY,41.65477664464376,-87.59927883142299
0e69ca99e6,2023-08-27 16:33:00,THEFT,OVER $500,41.802677768002425,-87.78804492918455
8bb1b73682,2017-06-26 10:07:00,THEFT,OVER $500,41.999050383571124,-87.60966286550915
3619182c74,2018-02-21 21:22:00,NARCOTICS,POSS: HEROIN(WHITE),41.74616661129331,-87.6788003469189
44fabd2ba8,2021-05-04 23:30:00,THEFT,OVER $500,41.758797033378904,-87.83831394512346
6eeddd414a,2023-12-14 06:44:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.767815689713736,-87.60023962535833
d2cf40ef8b,2022-06-12 03:42:00,ASSAULT,AGGRAVATED,42.009458599429145,-87.77713861840677
ada2d9c853,2018-05-19 19:52:00,ASSAULT,AGGRAVATED,41.760106514295764,-87.80838614653193
03df91d8f8,2020-11-20 03:49:00,BURGLARY,FORCIBLE ENTRY,41.97549666427435,-87.5187595618674
d31e426161,2018-10-19 08:20:00,BATTERY,SIMPLE,41.77908500230271,-87.8665538706139
3be50f3965,2019-10-16 13:53:00,BATTERY,SIMPLE,41.86364163666856,-87.82367534176714
a7a13c5877,2019-05-19 14:55:00,THEFT,$500 AND UNDER,41.77989334855051,-87.68808670658572
f2c4308b0f,2020-08-13 23:48:00,BATTERY,SIMPLE,41.68622500841893,-87.76065962627459
03b036d8c4,2019-10-27 11:55:00,ASSAULT,AGGRAVATED,41.701029830225266,-87.77401148259518
696275a5fe,2021-07-12 02:59:00,ASSAULT,AGGRAVATED,41.72679709005949,-87.51417051650698
d0514d791c,2023-08-01 16:41:00,BURGLARY,FORCIBLE ENTRY,41.612922177067475,-87.88042320621328
c509d6df6b,2017-07-07 06:41:00,THEFT,OVER $500,41.94507756222682,-87.5200962639243
d3d0974b9e,2017-03-27 05:33:00,THEFT,OVER $500,41.78626168626382,-87.54801037978253
9980ad2b5f,2021-07-25 04:38:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.98923362656854,-87.77748737637094
b394edfc28,2018-12-08 21:38:00,CRIMINAL DAMAGE,TO PROPERTY,41.67908212020621,-87.62554885107596
3f7324baae,2017-02-02 05:33:00,BATTERY,SIMPLE,41.930069217147185,-87.65597726125048
f201371ef2,2019-04-30 06:56:00,NARCOTICS,POSS: HEROIN(WHITE),41.77024779978641,-87.67116921287992
ba99dc7374,2021-09-08 03:38:00,NARCOTICS,POSS: HEROIN(WHITE),41.60339260367038,-87.76319133259521
57838779a8,2016-11-08 21:11:00,NARCOTICS,POSS: HEROIN(WHITE),41.71629597491371,-87.61221246617083
75c383e392,2018-11-16 23:26:00,ASSAULT,SIMPLE,41.74259775741325,-87.76440574256473
7e10e69366,2019-11-14 20:16:00,NARCOTICS,POSS: HEROIN(WHITE),42.02636307041936,-87.60127986906684
0f408ed24b,2017-01-28 04:12:00,ASSAULT,AGGRAVATED,41.732622937789536,-87.84154174208302
a8d2a97f95,2017-12-27 00:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.747109707945796,-87.53841175675633
26b8383a05,2016-12-07 03:13:00,CRIMINAL DAMAGE,TO VEHICLE,41.77625889764727,-87.57195603024596
2797aa1d89,2020-01-22 16:08:00,CRIMINAL DAMAGE,TO PROPERTY,41.83302620134685,-87.9346288491273
6e8d29c1eb,2018-01-24 22:35:00,NARCOTICS,POSS: HEROIN(WHITE),41.73835767086082,-87.61977530313216
6b37cc85f9,2016-08-16 02:07:00,ASSAULT,SIMPLE,41.940140341976594,-87.91202306780691
57c226f765,2023-02-14 23:29:00,ASSAULT,SIMPLE,41.976896678892714,-87.65940885425402
92d71b4b69,2021-06-19 08:21:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,42.01534870359686,-87.69474793534397
720f807e67,2019-04-24 13:26:00,THEFT,$500 AND UNDER,41.879918136567916,-87.70558131828082
57a6dd3b2d,2020-04-02 18:26:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.93490853704762,-87.89112712526503
8d5674c58e,2020-11-25 03:05:00,ASSAULT,AGGRAVATED,41.63873940345113,-87.77473570150713
d2e9237598,2021-10-19 04:53:00,BURGLARY,FORCIBLE ENTRY,41.84798940050149,-87.58318384414471
2fa8ab3468,2017-10-11 14:22:00,ASSAULT,SIMPLE,42.0264637715099,-87.50411244760366
5605073574,2022-09-23 17:35:00,THEFT,OVER $500,41.88195056232854,-87.91898537662215
7a798f371a,2019-09-13 16:45:00,CRIMINAL DAMAGE,TO PROPERTY,42.03534541655015,-87.71760233883231
4b12322a14,2023-03-23 01:54:00,CRIMINAL DAMAGE,TO PROPERTY,41.821736322149874,-87.77514027008397
500534e973,2018-06-22 10:36:00,BURGLARY,UNLAWFUL ENTRY,41.8153369687197,-87.86279211026286
23242d6698,2016-12-02 10:05:00,BATTERY,SIMPLE,41.89871869906835,-87.7681229438371
846d8b7261,2020-01-03 14:31:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.64262945970057,-87.71842192391102
181d6e1239,2016-03-17 11:11:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.85396937084195,-87.69355255989517
6e0da85fdc,2023-06-07 06:35:00,ASSAULT,SIMPLE,41.622442949906954,-87.64040687925417
931eebc790,2018-09-01 10:18:00,BURGLARY,FORCIBLE ENTRY,41.613811403547274,-87.71334620453128
cb42024de4,2019-05-13 06:46:00,BATTERY,SIMPLE,42.02242453008882,-87.7406026250797
5a6bd3cef1,2018-01-21 05:55:00,BURGLARY,FORCIBLE ENTRY,41.90745469080886,-87.76775558428093
379d3a3187,2016-07-29 23:35:00,CRIMINAL DAMAGE,TO PROPERTY,41.798418842649724,-87.77596763579028
2805286f4b,2021-09-20 02:10:00,THEFT,$500 AND UNDER,41.84428343992604,-87.83134304550529
8527704835,2021-09-06 16:20:00,NARCOTICS,POSS: HEROIN(WHITE),41.60086156503619,-87.8315506909323
3df01214a4,2019-03-08 21:11:00,BURGLARY,UNLAWFUL ENTRY,41.74337426934005,-87.83564572511496
049b5dd29d,2019-04-11 09:42:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.78685144875232,-87.73326899658514
a60f3b06fe,2017-01-18 23:31:00,THEFT,$500 AND UNDER,41.69782330146497,-87.8984970355705
9c9cb7abfb,2018-05-13 06:02:00,BATTERY,SIMPLE,41.92071759554636,-87.70724719515486
0476277bcc,2017-05-20 20:36:00,BURGLARY,FORCIBLE ENTRY,41.92025923723398,-87.53505306549015
112b05156a,2019-05-22 15:41:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.67622071729737,-87.87976118622646
b2a62ccfc9,2021-09-25 10:56:00,THEFT,$500 AND UNDER,41.8904432312494,-87.63638953501835
b298bfe83d,2016-06-22 21:45:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.884948474889086,-87.54620951823593
d9e8c2ddbb,2019-02-21 03:25:00,CRIMINAL DAMAGE,TO VEHICLE,41.74153119273851,-87.87569046827383
11c9fae7d0,2016-08-27 03:11:00,ASSAULT,AGGRAVATED,42.046459510625176,-87.62453285748188
6eddecf65e,2017-11-12 02:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.990951779009215,-87.80241159955291
b26badaac3,2018-04-18 11:53:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.63764995660147,-87.89890811670763
50989be09e,2022-05-08 20:38:00,THEFT,$500 AND UNDER,41.64453929117597,-87.71377039396707
2f5bdc0254,2020-04-13 22:35:00,BURGLARY,FORCIBLE ENTRY,42.03577522755336,-87.89285622214256
8499e2899d,2020-09-15 06:18:00,THEFT,OVER $500,41.84286711078295,-87.87968619238711
990abedf8a,2020-03-31 13:26:00,ASSAULT,SIMPLE,41.918784234891525,-87.67930562149245
b7b16c7b7f,2021-07-03 08:24:00,CRIMINAL DAMAGE,TO VEHICLE,41.63630681548029,-87.61701052034614
2a789ed4da,2020-10-07 23:27:00,BATTERY,SIMPLE,41.6137529909336,-87.83773230726767
e174dba6bb,2019-09-16 08:56:00,THEFT,$500 AND UNDER,41.86050611640064,-87.7102584000042
66763e3efd,2021-09-10 19:04:00,ASSAULT,AGGRAVATED,41.93641218626717,-87.72619854949555
952a94023d,2017-09-05 05:00:00,THEFT,$500 AND UNDER,41.729728705493976,-87.68105211290336
a2d298f7bc,2018-07-24 16:28:00,ASSAULT,SIMPLE,41.99528979042492,-87.6476623676522
e38fa72b60,2021-03-25 22:19:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.69803680574217,-87.55978000479958
d280a460db,2017-09-27 14:02:00,THEFT,$500 AND UNDER,41.74692988699321,-87.52084021504672
923b79cf1a,2016-06-15 23:29:00,BATTERY,SIMPLE,41.864719093969384,-87.6604591430032
4aac8a3eb9,2020-09-16 15:37:00,NARCOTICS,POSS: HEROIN(WHITE),41.77064287819238,-87.943186302929
d9e5b840c4,2023-03-24 14:21:00,CRIMINAL DAMAGE,TO PROPERTY,41.87102306569956,-87.69103232168611
ed40b3dc85,2021-03-01 10:15:00,CRIMINAL DAMAGE,TO PROPERTY,41.83141768674563,-87.637797263312
e9fbb45372,2020-03-28 00:23:00,ASSAULT,SIMPLE,41.84337008353112,-87.57932664411757
9ffc5023a4,2022-07-18 14:25:00,BURGLARY,FORCIBLE ENTRY,41.61216367129391,-87.89327661611432
dd00f4a647,2020-10-08 15:28:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.79652773042651,-87.63475622548054
b1a99d9e76,2019-12-24 09:04:00,ASSAULT,SIMPLE,41.785318051713546,-87.80196275387017
0a5edb0169,2017-11-11 06:44:00,ASSAULT,SIMPLE,41.70415614407988,-87.74300853026635
71832e0182,2017-09-01 23:09:00,BATTERY,SIMPLE,41.81790527500046,-87.8933994619145
fc38cf539b,2022-10-14 08:01:00,ASSAULT,SIMPLE,41.83932718435436,-87.59319826958088
fded8c031d,2021-08-12 11:14:00,ASSAULT,AGGRAVATED,41.85384758314247,-87.6931973430453
458964c912,2019-06-27 23:17:00,THEFT,$500 AND UNDER,41.81073764394293,-87.50660697919628
0b5687f512,2023-11-01 20:07:00,CRIMINAL DAMAGE,TO PROPERTY,41.96457526177808,-87.78147062163427
76c6874e66,2020-06-22 11:43:00,BURGLARY,UNLAWFUL ENTRY,42.02984911978093,-87.86744522507162
2122ba9fc5,2017-10-07 05:16:00,THEFT,OVER $500,41.94839911700359,-87.6087603705992
78d8a3b73c,2021-06-25 20:02:00,ASSAULT,SIMPLE,41.734061889183295,-87.50681084821764
96bd39185b,2022-05-04 02:48:00,BURGLARY,FORCIBLE ENTRY,41.85237689213144,-87.76336693593205
4e404fd62d,2021-03-13 13:41:00,BATTERY,SIMPLE,41.64396650250684,-87.86933556550919
6774e304ef,2021-11-23 11:02:00,BURGLARY,UNLAWFUL ENTRY,42.03149748609941,-87.67221092606542
6a234fb041,2022-09-27 10:24:00,CRIMINAL DAMAGE,TO PROPERTY,41.839782428595306,-87.6972711946132
14a141533e,2018-10-12 20:47:00,ASSAULT,SIMPLE,41.6719466909053,-87.85017274660603
42b12e4b82,2018-07-29 19:32:00,BATTERY,SIMPLE,41.999892910824066,-87.53613778465088
6e9b351d3a,2021-02-17 04:22:00,THEFT,OVER $500,41.88753379593903,-87.66444969028723
634e5e1423,2021-02-09 18:36:00,BATTERY,SIMPLE,41.80898891542511,-87.7515947423155
3405d27895,2020-05-05 03:02:00,ASSAULT,SIMPLE,41.89041268992768,-87.5098276660967
74fe1b571c,2016-09-12 19:42:00,BURGLARY,UNLAWFUL ENTRY,41.60164984263335,-87.89168193258531
30565b7e2d,2018-06-30 23:34:00,CRIMINAL DAMAGE,TO VEHICLE,41.87753825957499,-87.77523583506691
cabfc3cee8,2018-06-20 17:54:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,41.881471828236336,-87.66267225621125
2ee58ac979,2019-08-18 17:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.94261475071418,-87.61315135948185
3e242edf37,2016-11-12 04:35:00,BURGLARY,FORCIBLE ENTRY,41.969745901607034,-87.8751580492214
1a8326bf30,2018-05-09 13:38:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.67957885322341,-87.60324773517652
a67bef43fa,2017-12-14 17:31:00,CRIMINAL DAMAGE,TO VEHICLE,41.946645262984724,-87.79723741924875
3055aac39f,2019-09-18 15:59:00,BATTERY,SIMPLE,41.63427131349528,-87.51133985640148
cbe7a07730,2016-09-26 02:08:00,BURGLARY,FORCIBLE ENTRY,41.892028921062796,-87.92967519910093
77ce3222eb,2021-06-29 02:18:00,BATTERY,SIMPLE,41.831169162165054,-87.56476087957876
ab352edc7c,2019-05-20 11:06:00,NARCOTICS,POSS: HEROIN(WHITE),41.8351770943018,-87.6048027567799
5b9906dfe9,2021-07-03 15:55:00,CRIMINAL DAMAGE,TO PROPERTY,41.63956812314766,-87.58243841657985
